id_chamado,customer_id,frequencia_chamados_6_meses,tipo_erro_reportado,cartucho_registrado,call_date,region,state,cartridge_type,nps,returned,classificacao_risco
CH1957,C0139,3,vazamento de tinta,False,2025-03-06,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1958,C0106,4,vazamento de tinta,False,2025-05-19,Sul,RS,falsificado,2,True,Alta Probabilidade de Falsificação
CH1959,C0066,2,baixa qualidade de impressão,True,2025-01-15,Nordeste,BA,original,10,True,Baixa Probabilidade
CH1960,C0158,4,falha de reconhecimento,False,2024-11-04,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1961,C0043,1,baixa qualidade de impressão,True,2024-08-13,Sudeste,SP,generico,5,False,Baixa Probabilidade
CH1962,C0033,2,falha de reconhecimento,True,2025-05-01,Norte,PA,original,6,False,Baixa Probabilidade
CH1963,C0064,3,danificou a impressora,False,2025-04-25,Nordeste,PE,falsificado,2,True,Alta Probabilidade de Falsificação
CH1964,C0182,5,vazamento de tinta,False,2025-05-01,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1965,C0073,1,outro,True,2025-02-05,Nordeste,PE,original,10,False,Baixa Probabilidade
CH1966,C0102,4,vazamento de tinta,False,2025-02-25,Centro-Oeste,GO,falsificado,1,True,Alta Probabilidade de Falsificação
CH1967,C0065,5,vazamento de tinta,False,2024-07-02,Sudeste,SP,falsificado,0,True,Alta Probabilidade de Falsificação
CH1968,C0015,1,baixa qualidade de impressão,True,2024-12-31,Sul,RS,original,10,False,Baixa Probabilidade
CH1969,C0154,5,vazamento de tinta,False,2024-08-13,Nordeste,MA,falsificado,3,True,Alta Probabilidade de Falsificação
CH1970,C0064,2,falha de reconhecimento,True,2024-08-20,Centro-Oeste,MS,original,8,False,Baixa Probabilidade
CH1971,C0110,2,baixa qualidade de impressão,True,2024-06-17,Nordeste,BA,original,7,False,Baixa Probabilidade
CH1972,C0140,2,baixa qualidade de impressão,True,2025-06-05,Centro-Oeste,GO,original,9,False,Baixa Probabilidade
CH1973,C0064,4,falha de reconhecimento,False,2024-12-21,Sudeste,ES,falsificado,0,True,Alta Probabilidade de Falsificação
CH1974,C0014,3,vazamento de tinta,False,2025-01-20,Sudeste,MG,falsificado,0,True,Alta Probabilidade de Falsificação
CH1975,C0023,4,vazamento de tinta,False,2024-10-02,Sudeste,RJ,falsificado,0,True,Alta Probabilidade de Falsificação
CH1976,C0090,2,baixa qualidade de impressão,True,2024-09-06,Sudeste,ES,original,10,False,Baixa Probabilidade
CH1977,C0074,3,vazamento de tinta,False,2024-06-19,Sudeste,MG,falsificado,2,True,Alta Probabilidade de Falsificação
CH1978,C0093,5,danificou a impressora,False,2024-11-13,Sudeste,MG,falsificado,0,True,Alta Probabilidade de Falsificação
CH1979,C0192,1,baixa qualidade de impressão,True,2024-11-14,Sudeste,MG,original,8,True,Baixa Probabilidade
CH1980,C0015,5,vazamento de tinta,False,2025-05-30,Sudeste,SP,falsificado,3,True,Alta Probabilidade de Falsificação
CH1981,C0095,1,baixa qualidade de impressão,True,2024-07-21,Norte,AM,generico,3,False,Baixa Probabilidade
CH1982,C0054,5,vazamento de tinta,False,2024-10-06,Nordeste,MA,falsificado,0,True,Alta Probabilidade de Falsificação
CH1983,C0039,1,outro,True,2024-10-20,Norte,AC,original,10,False,Baixa Probabilidade
CH1984,C0137,3,danificou a impressora,False,2024-08-20,Sudeste,ES,falsificado,2,True,Alta Probabilidade de Falsificação
CH1985,C0152,2,baixa qualidade de impressão,True,2024-07-24,Sul,PR,original,6,False,Baixa Probabilidade
CH1986,C0090,2,baixa qualidade de impressão,True,2024-09-02,Centro-Oeste,GO,original,7,False,Baixa Probabilidade
CH1987,C0071,2,outro,True,2024-09-18,Nordeste,CE,original,9,True,Baixa Probabilidade
CH1988,C0120,2,baixa qualidade de impressão,True,2025-02-18,Norte,TO,original,9,False,Baixa Probabilidade
CH1989,C0192,1,falha de reconhecimento,True,2025-05-21,Norte,PA,original,9,False,Baixa Probabilidade
CH1990,C0092,1,falha de reconhecimento,True,2024-07-07,Norte,PA,original,8,False,Baixa Probabilidade
CH1991,C0013,1,baixa qualidade de impressão,True,2024-10-21,Centro-Oeste,DF,original,8,False,Baixa Probabilidade
CH1992,C0120,2,falha de reconhecimento,True,2024-12-02,Sudeste,SP,original,9,False,Baixa Probabilidade
CH1993,C0074,1,falha de reconhecimento,True,2025-03-19,Sudeste,MG,original,6,False,Baixa Probabilidade
CH1994,C0146,1,outro,True,2025-06-08,Sudeste,MG,generico,6,False,Baixa Probabilidade
CH1995,C0038,2,falha de reconhecimento,True,2024-11-05,Centro-Oeste,MS,generico,3,False,Baixa Probabilidade
CH1996,C0199,2,falha de reconhecimento,True,2025-06-10,Centro-Oeste,DF,original,6,False,Baixa Probabilidade
CH1997,C0038,1,falha de reconhecimento,True,2025-02-26,Nordeste,CE,original,9,True,Baixa Probabilidade
CH1998,C0013,3,falha de reconhecimento,False,2024-10-25,Centro-Oeste,GO,falsificado,3,True,Alta Probabilidade de Falsificação
CH1999,C0004,2,baixa qualidade de impressão,True,2024-12-11,Sul,RS,original,10,False,Baixa Probabilidade
